0.0	1991.0	39.52	40.44
0.0	1992.0	7.01	7.89
0.0	1993.0	-25.40	-24.52
0.0	1994.0	31.29	32.24
0.0	1995.0	23.69	24.81
0.0	1996.0	-3.97	-3.10
0.0	1997.0	-4.45	-3.54
0.0	1998.0	39.09	39.92
0.0	1999.0	-15.66	-14.59
0.0	2000.0	-25.09	-24.20
0.0	2001.0	1.35	2.32
0.0	2002.0	-10.89	-9.96
0.0	2003.0	29.44	30.32
0.0	2004.0	0.42	1.43
0.0	2005.0	-4.76	-4.11
0.0	2006.0	11.54	12.55
0.0	2007.0	-6.65	-5.51
0.0	2008.0	23.68	24.31
0.0	2009.0	1.01	2.06
0.0	2010.0	28.94	30.03
0.0	2011.0	10.26	11.51
0.0	2012.0	12.92	13.97
0.0	2013.0	19.67	20.88
0.0	2014.0	8.30	9.33
0.0	2015.0	30.90	31.55
0.0	2016.0	-24.20	-23.26
0.0	2017.0	-16.50	-15.31
0.0	2018.0	-24.46	-23.63
0.0	2019.0	-15.01	-14.00
0.0	2020.0	13.49	14.29
0.0	2021.0	10.64	11.61
0.0	2022.0	20.30	21.45
0.0	2023.0	8.56	9.45
0.0	2024.0	10.17	11.25
0.0	2025.0	10.74	11.98
0.0	2026.0	53.22	54.46
0.0	2027.0	-6.98	-6.10
0.0	2028.0	17.80	18.72
0.0	2029.0	31.47	32.41
0.0	2030.0	29.89	30.93
0.0	2031.0	16.01	16.99
0.0	2032.0	7.78	8.87
0.0	2033.0	12.07	13.14
0.0	2034.0	8.49	9.49
0.0	2035.0	-4.74	-3.87
0.0	2036.0	19.80	21.11
0.0	2037.0	18.06	18.93
0.0	2038.0	32.30	33.13
0.0	2039.0	17.07	17.89
0.0	2040.0	15.58	16.35
0.0	2041.0	-6.62	-5.52
0.0	2042.0	23.78	24.59
0.0	2043.0	29.22	30.12
1.0	1991.0	39.59	40.51
1.0	1992.0	7.01	7.89
1.0	1993.0	-25.40	-24.52
1.0	1994.0	31.23	32.18
1.0	1995.0	23.69	24.81
1.0	1996.0	-3.90	-3.04
1.0	1997.0	-4.50	-3.58
1.0	1998.0	39.15	39.99
1.0	1999.0	-15.63	-14.50
1.0	2000.0	-25.09	-24.20
1.0	2001.0	1.35	2.33
1.0	2002.0	-10.89	-9.96
1.0	2003.0	29.44	30.32
1.0	2004.0	0.42	1.43
1.0	2005.0	-4.71	-4.06
1.0	2006.0	11.54	12.55
1.0	2007.0	-6.58	-5.46
1.0	2008.0	23.65	24.28
1.0	2009.0	1.01	2.06
1.0	2010.0	28.95	30.04
1.0	2011.0	10.27	11.53
1.0	2012.0	12.92	13.97
1.0	2013.0	19.61	20.82
1.0	2014.0	8.35	9.38
1.0	2015.0	30.84	31.49
1.0	2016.0	-24.17	-23.23
1.0	2017.0	-16.44	-15.26
1.0	2018.0	-24.44	-23.64
1.0	2019.0	-14.97	-13.96
1.0	2020.0	13.49	14.29
1.0	2021.0	10.64	11.61
1.0	2022.0	20.25	21.40
1.0	2023.0	8.58	9.47
1.0	2024.0	10.17	11.25
1.0	2025.0	10.75	12.01
1.0	2026.0	53.18	54.42
1.0	2027.0	-6.93	-6.04
1.0	2028.0	17.80	18.72
1.0	2029.0	31.47	32.41
1.0	2030.0	29.83	30.87
1.0	2031.0	16.01	16.99
1.0	2032.0	7.72	8.81
1.0	2033.0	12.06	13.14
1.0	2034.0	8.44	9.45
1.0	2035.0	-4.81	-3.94
1.0	2036.0	19.75	21.05
1.0	2037.0	18.06	18.92
1.0	2038.0	32.30	33.13
1.0	2039.0	17.11	17.94
1.0	2040.0	15.60	16.37
1.0	2041.0	-6.57	-5.47
1.0	2042.0	23.78	24.59
1.0	2043.0	29.19	30.12
2.0	1991.0	39.66	40.57
2.0	1992.0	7.01	7.89
2.0	1993.0	-25.40	-24.52
2.0	1994.0	31.17	32.12
2.0	1995.0	23.69	24.81
2.0	1996.0	-3.84	-2.98
2.0	1997.0	-4.56	-3.64
2.0	1998.0	39.22	40.05
2.0	1999.0	-15.58	-14.46
2.0	2000.0	-25.09	-24.20
2.0	2001.0	1.35	2.33
2.0	2002.0	-10.89	-9.96
2.0	2003.0	29.44	30.32
2.0	2004.0	0.42	1.43
2.0	2005.0	-4.67	-4.02
2.0	2006.0	11.54	12.55
2.0	2007.0	-6.52	-5.42
2.0	2008.0	23.61	24.24
2.0	2009.0	1.01	2.06
2.0	2010.0	28.96	30.04
2.0	2011.0	10.27	11.55
2.0	2012.0	12.92	13.97
2.0	2013.0	19.55	20.76
2.0	2014.0	8.39	9.43
2.0	2015.0	30.78	31.43
2.0	2016.0	-24.13	-23.20
2.0	2017.0	-16.39	-15.20
2.0	2018.0	-24.45	-23.62
2.0	2019.0	-14.92	-13.91
2.0	2020.0	13.49	14.30
2.0	2021.0	10.64	11.62
2.0	2022.0	20.20	21.35
2.0	2023.0	8.61	9.50
2.0	2024.0	10.17	11.25
2.0	2025.0	10.76	12.03
2.0	2026.0	53.14	54.38
2.0	2027.0	-6.89	-5.99
2.0	2028.0	17.80	18.72
2.0	2029.0	31.47	32.41
2.0	2030.0	29.77	30.81
2.0	2031.0	16.01	16.99
2.0	2032.0	7.66	8.75
2.0	2033.0	12.05	13.14
2.0	2034.0	8.39	9.40
2.0	2035.0	-4.87	-4.00
2.0	2036.0	19.70	21.00
2.0	2037.0	18.06	18.92
2.0	2038.0	32.30	33.12
2.0	2039.0	17.16	17.99
2.0	2040.0	15.62	16.40
2.0	2041.0	-6.52	-5.43
2.0	2042.0	23.78	24.59
2.0	2043.0	29.17	30.12
3.0	1991.0	39.72	40.63
3.0	1992.0	7.01	7.89
3.0	1993.0	-25.40	-24.52
3.0	1994.0	31.11	32.06
3.0	1995.0	23.69	24.81
3.0	1996.0	-3.78	-2.91
3.0	1997.0	-4.62	-3.70
3.0	1998.0	39.28	40.12
3.0	1999.0	-15.54	-14.43
3.0	2000.0	-25.09	-24.20
3.0	2001.0	1.35	2.33
3.0	2002.0	-10.89	-9.96
3.0	2003.0	29.44	30.32
3.0	2004.0	0.42	1.43
3.0	2005.0	-4.62	-3.97
3.0	2006.0	11.54	12.55
3.0	2007.0	-6.46	-5.37
3.0	2008.0	23.58	24.21
3.0	2009.0	1.01	2.06
3.0	2010.0	28.97	30.05
3.0	2011.0	10.28	11.56
3.0	2012.0	12.92	13.97
3.0	2013.0	19.49	20.70
3.0	2014.0	8.44	9.48
3.0	2015.0	30.72	31.37
3.0	2016.0	-24.10	-23.17
3.0	2017.0	-16.33	-15.15
3.0	2018.0	-24.41	-23.57
3.0	2019.0	-14.88	-13.87
3.0	2020.0	13.49	14.30
3.0	2021.0	10.64	11.62
3.0	2022.0	20.15	21.30
3.0	2023.0	8.64	9.53
3.0	2024.0	10.17	11.25
3.0	2025.0	10.77	12.05
3.0	2026.0	53.10	54.34
3.0	2027.0	-6.85	-5.94
3.0	2028.0	17.80	18.72
3.0	2029.0	31.47	32.41
3.0	2030.0	29.71	30.75
3.0	2031.0	16.01	16.99
3.0	2032.0	7.61	8.70
3.0	2033.0	12.05	13.14
3.0	2034.0	8.34	9.35
3.0	2035.0	-4.94	-4.07
3.0	2036.0	19.64	20.94
3.0	2037.0	18.06	18.92
3.0	2038.0	32.30	33.12
3.0	2039.0	17.20	18.04
3.0	2040.0	15.64	16.42
3.0	2041.0	-6.47	-5.38
3.0	2042.0	23.78	24.58
3.0	2043.0	29.14	30.11
4.0	1991.0	39.79	40.70
4.0	1992.0	7.01	7.89
4.0	1993.0	-25.40	-24.52
4.0	1994.0	31.05	32.00
4.0	1995.0	23.69	24.81
4.0	1996.0	-3.71	-2.85
4.0	1997.0	-4.68	-3.76
4.0	1998.0	39.35	40.19
4.0	1999.0	-15.48	-14.37
4.0	2000.0	-25.09	-24.20
4.0	2001.0	1.35	2.33
4.0	2002.0	-10.89	-9.96
4.0	2003.0	29.43	30.31
4.0	2004.0	0.42	1.43
4.0	2005.0	-4.56	-3.91
4.0	2006.0	11.55	12.56
4.0	2007.0	-6.39	-5.32
4.0	2008.0	23.55	24.18
4.0	2009.0	1.01	2.06
4.0	2010.0	28.97	30.06
4.0	2011.0	10.27	11.56
4.0	2012.0	12.92	13.97
4.0	2013.0	19.43	20.64
4.0	2014.0	8.49	9.53
4.0	2015.0	30.65	31.30
4.0	2016.0	-24.06	-23.14
4.0	2017.0	-16.27	-15.10
4.0	2018.0	-24.37	-23.53
4.0	2019.0	-14.83	-13.83
4.0	2020.0	13.49	14.30
4.0	2021.0	10.64	11.62
4.0	2022.0	20.10	21.25
4.0	2023.0	8.66	9.56
4.0	2024.0	10.17	11.25
4.0	2025.0	10.76	12.04
4.0	2026.0	53.06	54.30
4.0	2027.0	-6.78	-5.88
4.0	2028.0	17.80	18.72
4.0	2029.0	31.47	32.41
4.0	2030.0	29.65	30.69
4.0	2031.0	16.01	16.99
4.0	2032.0	7.55	8.64
4.0	2033.0	12.04	13.14
4.0	2034.0	8.29	9.31
4.0	2035.0	-5.00	-4.13
4.0	2036.0	19.59	20.89
4.0	2037.0	18.06	18.92
4.0	2038.0	32.30	33.12
4.0	2039.0	17.25	18.09
4.0	2040.0	15.65	16.45
4.0	2041.0	-6.43	-5.34
4.0	2042.0	23.77	24.58
4.0	2043.0	29.12	30.11
5.0	1991.0	39.85	40.76
5.0	1992.0	7.01	7.89
5.0	1993.0	-25.40	-24.52
5.0	1994.0	30.99	31.93
5.0	1995.0	23.69	24.81
5.0	1996.0	-3.65	-2.78
5.0	1997.0	-4.74	-3.81
5.0	1998.0	39.41	40.25
5.0	1999.0	-15.43	-14.32
5.0	2000.0	-25.09	-24.20
5.0	2001.0	1.35	2.33
5.0	2002.0	-10.89	-9.96
5.0	2003.0	29.42	30.31
5.0	2004.0	0.42	1.43
5.0	2005.0	-4.49	-3.84
5.0	2006.0	11.55	12.56
5.0	2007.0	-6.33	-5.28
5.0	2008.0	23.51	24.15
5.0	2009.0	1.01	2.06
5.0	2010.0	28.98	30.06
5.0	2011.0	10.26	11.55
5.0	2012.0	12.92	13.97
5.0	2013.0	19.37	20.58
5.0	2014.0	8.53	9.58
5.0	2015.0	30.59	31.24
5.0	2016.0	-24.03	-23.11
5.0	2017.0	-16.21	-15.04
5.0	2018.0	-24.32	-23.49
5.0	2019.0	-14.79	-13.79
5.0	2020.0	13.49	14.30
5.0	2021.0	10.64	11.63
5.0	2022.0	20.04	21.19
5.0	2023.0	8.69	9.58
5.0	2024.0	10.17	11.24
5.0	2025.0	10.75	12.04
5.0	2026.0	53.02	54.26
5.0	2027.0	-6.72	-5.82
5.0	2028.0	17.80	18.72
5.0	2029.0	31.48	32.41
5.0	2030.0	29.58	30.62
5.0	2031.0	16.01	16.99
5.0	2032.0	7.49	8.58
5.0	2033.0	12.04	13.14
5.0	2034.0	8.24	9.26
5.0	2035.0	-5.07	-4.20
5.0	2036.0	19.53	20.84
5.0	2037.0	18.06	18.92
5.0	2038.0	32.30	33.12
5.0	2039.0	17.29	18.13
5.0	2040.0	15.67	16.48
5.0	2041.0	-6.38	-5.29
5.0	2042.0	23.77	24.58
5.0	2043.0	29.09	30.10
6.0	1991.0	39.91	40.83
6.0	1992.0	7.01	7.89
6.0	1993.0	-25.40	-24.52
6.0	1994.0	30.92	31.87
6.0	1995.0	23.69	24.81
6.0	1996.0	-3.58	-2.72
6.0	1997.0	-4.80	-3.87
6.0	1998.0	39.48	40.32
6.0	1999.0	-15.37	-14.26
6.0	2000.0	-25.09	-24.20
6.0	2001.0	1.35	2.33
6.0	2002.0	-10.89	-9.96
6.0	2003.0	29.41	30.30
6.0	2004.0	0.42	1.43
6.0	2005.0	-4.43	-3.78
6.0	2006.0	11.55	12.56
6.0	2007.0	-6.26	-5.23
6.0	2008.0	23.48	24.11
6.0	2009.0	1.01	2.06
6.0	2010.0	28.99	30.07
6.0	2011.0	10.25	11.54
6.0	2012.0	12.92	13.97
6.0	2013.0	19.31	20.52
6.0	2014.0	8.58	9.63
6.0	2015.0	30.53	31.18
6.0	2016.0	-23.99	-23.08
6.0	2017.0	-16.16	-14.99
6.0	2018.0	-24.28	-23.45
6.0	2019.0	-14.75	-13.74
6.0	2020.0	13.50	14.30
6.0	2021.0	10.64	11.63
6.0	2022.0	19.99	21.14
6.0	2023.0	8.71	9.61
6.0	2024.0	10.17	11.24
6.0	2025.0	10.74	12.03
6.0	2026.0	52.98	54.22
6.0	2027.0	-6.65	-5.76
6.0	2028.0	17.80	18.72
6.0	2029.0	31.48	32.41
6.0	2030.0	29.52	30.56
6.0	2031.0	16.01	16.99
6.0	2032.0	7.44	8.52
6.0	2033.0	12.03	13.14
6.0	2034.0	8.19	9.21
6.0	2035.0	-5.14	-4.26
6.0	2036.0	19.48	20.78
